show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in
s6406,Movie,Camera Store,Momoko Kamiya,Not Given,01-11-2018,2017,TV-Y,11 min,Children & Family Movies
s6407,Movie,Camp Cool Kids,Momoko Kamiya,Not Given,01-11-2018,2017,TV-Y,22 min,Children & Family Movies
s6409,TV Show,Camp X-Ray,Carlos Bolado,Mexico,01-02-2017,2014,TV-14,1 Season,"Crime TV Shows, Romantic TV Shows, Spanish-Language TV Shows"
s6410,Movie,Can't Hardly Wait,Scott Marshall Smith,United States,20-08-2017,2016,TV-MA,104 min,"Comedies, Dramas"
s6411,Movie,Candyman,Lisa Arnold,United States,01-01-2018,2017,TV-G,104 min,"Children & Family Movies, Comedies, Dramas"
s6413,Movie,Capital in the Twenty-First Century,Peter Sattler,United States,14-01-2017,2014,R,117 min,"Dramas, Independent Movies"
s6415,Movie,Cappuccino,"Harry Elfont, Deborah Kaplan",United States,01-01-2021,1998,PG-13,101 min,"Comedies, Romantic Movies"
s6416,Movie,Cardboard Gangsters,Bernard Rose,United States,01-10-2019,1992,R,99 min,"Cult Movies, Horror Movies"
s6418,Movie,Caregiver,Justin Pemberton,France,08-09-2020,2019,TV-14,103 min,Documentaries
s6419,Movie,Carol,Noushad,India,01-07-2018,2017,TV-PG,126 min,"Comedies, Dramas, International Movies"
s6420,Movie,Carrie,Mark O'Connor,Ireland,15-09-2018,2016,TV-MA,92 min,"Dramas, International Movies"
s6422,Movie,Carriers,Chito S. Roño,Philippines,05-03-2019,2008,TV-14,131 min,"Dramas, International Movies"
s6423,Movie,Casa de mi Padre,Todd Haynes,United Kingdom,20-10-2020,2015,R,119 min,"Dramas, LGBTQ Movies, Romantic Movies"
s6424,Movie,Casino Royale,Brian De Palma,United States,01-06-2019,1976,R,98 min,"Classic Movies, Cult Movies, Horror Movies"
s6425,Movie,Casino Tycoon,"Àlex Pastor, David Pastor",United States,20-11-2019,2009,PG-13,85 min,"Horror Movies, Sci-Fi & Fantasy, Thrillers"
s6426,Movie,Casino Tycoon 2,Matt Piedmont,United States,14-11-2012,2012,R,84 min,Comedies
s6428,Movie,Cat on a Hot Tin Roof,Martin Campbell,United Kingdom,31-08-2020,2006,PG-13,145 min,Action & Adventure
s6429,Movie,Catching the Sun,Wong Jing,Hong Kong,01-08-2018,1992,TV-MA,125 min,"Action & Adventure, Dramas, International Movies"
s6430,Movie,Cats & Dogs: The Revenge of Kitty Galore,Wong Jing,Hong Kong,16-08-2018,1992,TV-MA,108 min,"Action & Adventure, Dramas, International Movies"
s6432,Movie,Catwalk: Tales from the Cat Show Circuit,Richard Brooks,United States,01-11-2019,1958,NR,108 min,"Classic Movies, Dramas"
s6433,Movie,Cave,Shalini Kantayya,China,22-04-2016,2015,TV-14,74 min,Documentaries
s6434,Movie,Celluloid Man,Brad Peyton,United States,01-02-2019,2010,PG,82 min,"Children & Family Movies, Comedies"
s6435,Movie,Center Stage,"Aaron Hancox, Michael McNamara",Canada,07-01-2019,2018,TV-PG,75 min,"Documentaries, International Movies"
s6436,Movie,Chaar Sahibzaade,Henrik Martin Dahlsbakken,Norway,15-06-2017,2016,TV-MA,77 min,"Action & Adventure, International Movies, Thrillers"
s6437,Movie,Chal Dhar Pakad,Shivendra Singh Dungarpur,India,01-04-2017,2012,TV-PG,156 min,"Documentaries, International Movies"
s6438,Movie,Chal Mere Bhai,Nicholas Hytner,United States,01-01-2020,2000,PG-13,116 min,Dramas
s6439,Movie,Chalay Thay Saath,Harry Baweja,India,01-11-2018,2014,TV-PG,126 min,"Dramas, Faith & Spirituality, International Movies"
s6440,Movie,Chandani: The Daughter of the Elephant Whisperer,Aatmaram Dharne,India,15-03-2018,2010,TV-14,129 min,"Comedies, Dramas, International Movies"
s6441,Movie,Change in the Air,David Dhawan,India,31-12-2019,2000,TV-14,132 min,"Comedies, International Movies, Romantic Movies"
s6442,Movie,Chaotic Love Poems,Umer Adil,Pakistan,15-05-2018,2017,TV-14,118 min,"Comedies, Dramas, International Movies"
s6443,Movie,Chappaquiddick,Arne Birkenstock,Germany,01-03-2017,2010,TV-G,87 min,"Documentaries, International Movies"
s6444,Movie,Charlie and the Chocolate Factory,Dianne Dreyer,United States,01-03-2020,2018,PG,95 min,Dramas
s6445,Movie,Charlie's Angels: Full Throttle,Garin Nugroho,Indonesia,05-01-2019,2016,TV-14,86 min,"Dramas, International Movies, Romantic Movies"
s6446,Movie,Charlotte's Web,John Curran,United States,01-10-2018,2017,PG-13,106 min,Dramas
s6447,Movie,Chashme Buddoor,Tim Burton,United Kingdom,01-01-2020,2005,PG,115 min,"Children & Family Movies, Comedies"
s6448,Movie,Chasing Amy,McG,United States,01-10-2019,2003,PG-13,106 min,"Action & Adventure, Comedies"
s6449,Movie,Chhota Bheem Aur Kaala Yodha,"Charles A. Nichols, Iwao Takamoto",United States,23-11-2019,1973,G,94 min,"Children & Family Movies, Classic Movies"
s6450,Movie,Chasing the Dragon,David Dhawan,India,01-05-2017,2013,TV-PG,121 min,"Comedies, International Movies, Music & Musicals"
s6451,Movie,Chasing Trane,Kevin Smith,United States,01-01-2020,1997,R,113 min,"Comedies, Cult Movies, Dramas"
s6462,Movie,Chauthi Koot,"Sidheswar Shukla, Asit Mohapatra",Not Given,10-05-2019,2018,TV-Y7,63 min,Movies
s6453,Movie,Chhota Bheem Ka Romani Adventure,"Wong Jing, Jason Kwan",Hong Kong,19-04-2018,2017,TV-MA,129 min,"Action & Adventure, Dramas, International Movies"
s6454,Movie,Chhota Bheem Ka Troll Se Takkar,John Scheinfeld,United States,13-11-2017,2016,TV-PG,99 min,"Documentaries, Music & Musicals"
s6455,Movie,Chernobyl Diaries,Gurvinder Singh,India,01-02-2017,2015,TV-14,116 min,"Dramas, Independent Movies, International Movies"
s6463,Movie,Chhota Bheem Kungfu Dhamaka,"Asit Mohapatra, Shyamal Chaulia",Not Given,10-05-2019,2018,TV-Y7,62 min,Children & Family Movies
s6464,Movie,Chicken Kokkachi,"Shyamal Chaulia, Asit Mohapatra",Not Given,10-05-2019,2018,TV-Y7,62 min,Movies
s6459,Movie,Chicken Little,Bradley Parker,United States,01-08-2018,2012,R,88 min,"Horror Movies, Thrillers"
s6465,Movie,Chief Daddy,"Rajiv Chilaka, Binayak Das",India,15-08-2019,2019,TV-Y7,112 min,Children & Family Movies
s6466,Movie,Child's Play,Anuranjan Premji,India,01-07-2018,2017,TV-14,113 min,"Comedies, International Movies"
s6467,Movie,Chingo Bling: They Can't Deport Us All,Mark Dindal,United States,16-03-2016,2005,G,82 min,"Children & Family Movies, Comedies"
s6468,Movie,China Salesman,Niyi Akinmolayan,Nigeria,15-03-2019,2018,TV-MA,98 min,"Comedies, Dramas, International Movies"
s6469,Movie,Chittagong,Tom Holland,United States,31-12-2019,1988,R,87 min,"Cult Movies, Horror Movies"
s6472,Movie,Chitty Chitty Bang Bang,Luis Lopez,Not Given,01-06-2017,2017,TV-MA,63 min,Stand-Up Comedy
s6471,Movie,Chloe,Tan Bing,China,24-09-2018,2017,TV-MA,111 min,"Action & Adventure, International Movies"
s6473,Movie,Chris Brown: Welcome to My Life,Bedabrata Pain,United States,01-01-2018,2012,NR,105 min,"Dramas, Independent Movies, International Movies"
s6474,Movie,Christian Mingle,Ken Hughes,United Kingdom,01-01-2020,1968,G,146 min,"Children & Family Movies, Classic Movies, Comedies"
s6475,Movie,Christmas Crush,Atom Egoyan,United States,01-01-2020,2009,R,96 min,"Independent Movies, Thrillers"
s6476,Movie,Christmas in the Smokies,Andrew Sandler,United States,07-10-2017,2017,TV-MA,80 min,"Documentaries, Music & Musicals"
s6477,Movie,Christmas with the Kranks,Corbin Bernsen,United States,06-06-2019,2014,PG,99 min,"Comedies, Faith & Spirituality, Romantic Movies"
s6479,Movie,Christopher Robin,Marita Grabiak,Canada,04-11-2019,2012,TV-PG,87 min,"Comedies, Romantic Movies"
s6480,Movie,Chronicle of an Escape,Gary Wheeler,United States,01-03-2019,2015,TV-G,88 min,"Children & Family Movies, Dramas, Romantic Movies"
s6481,Movie,Chupan Chupai,Joe Roth,United States,01-01-2019,2004,PG,99 min,"Children & Family Movies, Comedies"
s6482,Movie,Chupke Chupke,Marc Forster,United States,05-03-2019,2018,PG,104 min,"Children & Family Movies, Comedies, Dramas"
s6483,Movie,Cirque du Freak: The Vampire's Assistant,Israel Adrián Caetano,Argentina,15-06-2018,2006,R,104 min,"Dramas, International Movies, Thrillers"
s6485,Movie,City of God,Mohsin Ali,Pakistan,15-01-2019,2017,TV-14,118 min,"Comedies, International Movies"
s6486,Movie,City of Tiny Lights,Hrishikesh Mukherjee,India,31-12-2019,1975,TV-PG,127 min,"Classic Movies, Comedies, International Movies"
s6487,Movie,Clarence Clemons: Who Do I Think I Am?,Paul Weitz,United States,16-04-2018,2009,PG-13,109 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy"
s6489,Movie,Clash of the Titans,"Fernando Meirelles, Katia Lund",Brazil,01-01-2020,2002,R,130 min,"Dramas, Independent Movies, International Movies"
s6490,Movie,Class of '61,Pete Travis,United Kingdom,21-07-2017,2016,TV-MA,110 min,"Dramas, International Movies, Thrillers"
s6492,Movie,Class Rank,Nick Mead,United States,14-11-2019,2019,TV-MA,88 min,"Documentaries, Music & Musicals"
s6493,Movie,Cleopatra Jones,Louis Leterrier,United States,01-08-2019,2010,PG-13,106 min,"Action & Adventure, Sci-Fi & Fantasy"
s6494,Movie,Click,Gregory Hoblit,United States,01-04-2018,1993,TV-PG,91 min,Dramas
s6495,Movie,Clive Davis: The Soundtrack of Our Lives,Eric Stoltz,United States,18-09-2018,2018,TV-MA,103 min,Comedies
s6497,Movie,Closed Circuit,Jack Starrett,United States,01-11-2019,1973,PG,89 min,"Action & Adventure, Classic Movies"
s6498,Movie,Cloud Atlas,Frank Coraci,United States,01-01-2020,2006,PG-13,108 min,"Comedies, Sci-Fi & Fantasy"
s6500,Movie,Clouds of Sils Maria,Chris Perkel,United States,17-09-2019,2017,TV-MA,124 min,"Documentaries, Music & Musicals"
s6501,Movie,Cloverfield,John Crowley,United Kingdom,16-10-2017,2013,R,96 min,"Dramas, Thrillers"
s6502,Movie,Coach Carter,"Lilly Wachowski, Lana Wachowski, Tom Tykwer",Germany,01-08-2017,2012,R,172 min,"Action & Adventure, Cult Movies, Dramas"
s6503,Movie,Code Name: The Cleaner,Olivier Assayas,France,12-02-2017,2014,R,124 min,"Dramas, International Movies"
s6504,Movie,Coffee with D,Matt Reeves,United States,01-01-2020,2008,PG-13,85 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy"
s6511,Movie,Colkatay Columbus,Thomas Carter,United States,01-01-2020,2005,PG-13,137 min,"Dramas, Sports Movies"
s6512,Movie,Colonia,Les Mayfield,United States,01-11-2019,2007,PG-13,91 min,"Action & Adventure, Comedies"
s6513,Movie,Colours of Passion,Vishal Mishra,India,01-11-2017,2017,TV-PG,120 min,"Comedies, Independent Movies, International Movies"
s6516,Movie,Come and Find Me,Saurav Palodhi,India,30-03-2017,2016,TV-14,118 min,"Comedies, Dramas, Independent Movies"
s6517,Movie,Command and Control,Florian Gallenberger,Germany,14-07-2018,2015,R,110 min,"Dramas, Independent Movies, International Movies"
s6518,Movie,Company,Ketan Mehta,India,25-05-2018,2008,TV-14,114 min,"Dramas, International Movies"
s6519,Movie,Compulsion,Zack Whedon,Canada,18-09-2019,2016,R,112 min,"Dramas, Thrillers"
s6522,Movie,Concrete Football,Robert Kenner,United States,15-05-2017,2017,TV-PG,92 min,Documentaries
s6523,Movie,Concussion,Ram Gopal Varma,India,01-03-2018,2002,TV-MA,137 min,"Action & Adventure, Dramas, International Movies"
s6524,Movie,Conjuring Spirit,Craig Goodwill,United Kingdom,04-10-2018,2016,TV-MA,84 min,"Dramas, Thrillers"
s6526,Movie,Conor McGregor: Notorious,"Jesse Adang, Syrine Boulanouar",Czech Republic,01-09-2017,2016,TV-MA,52 min,"Documentaries, International Movies, Sports Movies"
s6527,Movie,Consequences ,Stacie Passon,United States,02-08-2018,2013,R,96 min,"Dramas, Independent Movies, LGBTQ Movies"
s6528,Movie,Contract,Van M. Pham,Vietnam,28-08-2018,2014,TV-MA,112 min,"Horror Movies, International Movies, Thrillers"
s6529,Movie,Convict,Gavin Fitzgerald,Ireland,21-03-2018,2017,R,90 min,"Documentaries, Sports Movies"
s6530,Movie,Cool Hand Luke,Ozan Açıktan,Turkey,25-10-2019,2014,TV-MA,106 min,"Dramas, International Movies, Thrillers"
s6531,Movie,Cop and a Half: New Recruit,Ram Gopal Varma,India,02-03-2019,2008,TV-14,116 min,"Action & Adventure, Dramas, Independent Movies"
s6532,Movie,Coraline,Abdul Aziz Hashad,Not Given,13-06-2019,2014,TV-14,97 min,"Dramas, International Movies"
s6534,Movie,Counterfeiting in Suburbia,Stuart Rosenberg,United States,01-01-2021,1967,TV-14,127 min,"Classic Movies, Dramas"
s6535,Movie,Cop Watchers,Jon Rosenbaum,Canada,17-08-2017,2017,PG,96 min,"Children & Family Movies, Comedies"
s6537,Movie,Covered: Alive in Asia,Henry Selick,United States,16-03-2017,2009,PG,101 min,Children & Family Movies
s6538,Movie,Crash,Jason Bourque,Canada,01-07-2018,2018,TV-14,88 min,"Dramas, Thrillers"
s6536,Movie,CRD,Ben Steele,Not Given,01-08-2017,2016,TV-MA,45 min,"Documentaries, International Movies"
s6540,Movie,"Crouching Tiger, Hidden Dragon","Micah Bickham, Galley Molina",United States,31-03-2016,2016,TV-G,75 min,"Documentaries, Faith & Spirituality, Music & Musicals"
s6541,Movie,Cult of Chucky,Paul Haggis,United States,01-10-2019,2004,R,112 min,"Dramas, Independent Movies"
s6542,Movie,Cutie and the Boxer,Kranti Kanade,India,29-04-2019,2016,TV-MA,110 min,"Comedies, Dramas, Independent Movies"
s6544,Movie,Daagdi Chaawl,Ang Lee,Taiwan,01-03-2019,2000,PG-13,120 min,"Action & Adventure, International Movies, Romantic Movies"
s6545,Movie,Dabbe 6: The Return,Don Mancini,United States,03-10-2017,2017,R,90 min,Horror Movies
s6546,Movie,Dad,Zachary Heinzerling,United States,14-06-2018,2013,R,82 min,Documentaries
s6547,Movie,Daddy Day Care,Chandrakant Kanse,India,15-02-2018,2015,TV-14,118 min,"Action & Adventure, Dramas, International Movies"
s6548,Movie,Daddy Issues,Hasan Karacadağ,Turkey,17-04-2019,2015,TV-MA,153 min,"Horror Movies, International Movies"
s6549,Movie,Daemonium,Gary David Goldberg,United States,01-04-2018,1989,PG,117 min,Dramas
s6551,Movie,Daffedar,Steve Carr,United States,01-01-2019,2003,PG,93 min,"Children & Family Movies, Comedies"
s6552,Movie,Dagh Ujala,Amara Cash,United States,20-09-2019,2019,TV-MA,82 min,"Dramas, Independent Movies, LGBTQ Movies"
s6553,Movie,Dallas Buyers Club,Pablo Parés,Argentina,20-12-2016,2015,NR,115 min,"Action & Adventure, Horror Movies, International Movies"
s6554,Movie,Dance Academy: The Comeback,Johnson Esthappan,India,01-07-2018,2017,TV-14,151 min,"Dramas, International Movies"
s6555,Movie,Dancing Quietly,Raj Amit Kumar,United States,01-04-2018,2015,TV-MA,103 min,"Dramas, Independent Movies, International Movies"
s6556,Movie,Danny Says,Jean-Marc Vallée,United States,16-01-2018,2013,R,117 min,"Dramas, Independent Movies, LGBTQ Movies"
s6558,Movie,Dante's Peak,Jeffrey Walker,Germany,02-07-2018,2017,TV-PG,100 min,"Dramas, International Movies"
s6559,Movie,Dark Chocolate (Bengali Version),Philipp Eichholtz,Germany,01-04-2017,2016,TV-MA,70 min,"Dramas, Independent Movies, International Movies"
s6562,Movie,Dark Crimes,Brendan Toller,United States,02-03-2017,2015,TV-MA,103 min,"Documentaries, Music & Musicals"
s6563,Movie,Dark Places,Roger Donaldson,United States,01-09-2019,1997,PG-13,108 min,Action & Adventure
s6565,Movie,Dream Big: Engineering Our World,Agnidev Chatterjee,India,15-12-2017,2016,TV-MA,91 min,"Dramas, International Movies, Thrillers"
s6566,Movie,Darna Mana Hai,Alexandros Avranas,United Kingdom,15-10-2019,2016,R,93 min,"Dramas, Thrillers"
s6567,Movie,Darra,Gilles Paquet-Brenner,United States,26-07-2018,2015,R,113 min,"Dramas, International Movies, Thrillers"
s6648,Movie,Daughters of the Dust,Greg MacGillivray,United States,01-07-2018,2017,TV-G,42 min,Documentaries
s6568,Movie,Dayveon,Prawal Raman,India,01-08-2019,2003,TV-MA,116 min,"Horror Movies, International Movies, Thrillers"
s6570,Movie,De Film van Dylan Haegens,Parveen Kumar,India,15-10-2017,2016,TV-14,121 min,"Dramas, International Movies"
s6571,Movie,De Palma,Julie Dash,United Kingdom,10-06-2017,1991,NR,112 min,"Classic Movies, Dramas, Independent Movies"
s6574,Movie,Dead in a Week (Or Your Money Back),Amman Abbasi,United States,11-01-2018,2017,TV-MA,76 min,"Dramas, Independent Movies"
s6575,Movie,Deadline: Sirf 24 Ghante,"Dylan Haegens, Bas van Teylingen",Netherlands,17-04-2019,2018,TV-PG,81 min,"Comedies, International Movies"
s6576,Movie,Deadly Scholars,"Noah Baumbach, Jake Paltrow",United States,21-11-2018,2015,R,110 min,Documentaries
s6577,Movie,Dean,Tom Edmunds,United Kingdom,01-03-2019,2018,TV-MA,90 min,Comedies
s6578,Movie,Dear Dad,Tanveer Khan,India,31-12-2019,2006,TV-14,97 min,"Independent Movies, International Movies, Thrillers"
s6579,Movie,Dear Dracula,Danny J. Boyle,United States,15-02-2019,2018,TV-14,86 min,"Dramas, Thrillers"
s6580,Movie,Dear Santa,Demetri Martin,United States,15-03-2020,2016,PG-13,94 min,"Comedies, Dramas, Independent Movies"
s6581,Movie,Death at a Funeral,Tanuj Bhramar,India,02-03-2019,2016,TV-14,83 min,"Comedies, Dramas, Independent Movies"
s6582,Movie,Death House,Chad Van De Keere,United States,18-02-2016,2012,TV-Y7-FV,43 min,"Children & Family Movies, Comedies"
s6583,Movie,Deathgrip,Jason Priestley,Canada,04-11-2019,2011,TV-PG,92 min,"Comedies, Romantic Movies"
s6584,Movie,Desolate,Neil LaBute,United States,01-08-2020,2010,R,93 min,Comedies
s6585,Movie,Deewangee,Harrison Smith,United States,05-05-2019,2017,R,88 min,Horror Movies
s6586,Movie,Defying the Nazis: The Sharps' War,Clay Porter,United Kingdom,01-03-2018,2017,TV-MA,53 min,"International Movies, Sports Movies"
s6595,Movie,Delirium,Frederick Cipoletti,Not Given,06-02-2020,2018,TV-MA,88 min,"Dramas, Thrillers"
s6589,Movie,Democrats,Anees Bazmee,India,03-01-2020,2002,TV-MA,156 min,"International Movies, Thrillers"
s6590,Movie,Den of Thieves,"Ken Burns, Artemis Joukowsky",United States,01-05-2017,2016,TV-14,79 min,Documentaries
s6591,Movie,Denis Leary: No Cure For Cancer,Dennis Iliadis,United States,01-09-2018,2018,R,96 min,"Horror Movies, Thrillers"
s6592,Movie,Desolation,Camilla Nielsson,Denmark,25-04-2016,2014,NR,99 min,"Documentaries, International Movies"
s6593,Movie,Detention Letter,Christian Gudegast,United States,01-05-2020,2018,R,140 min,Action & Adventure
s6594,Movie,Detour,Ted Demme,United States,08-08-2017,1992,R,62 min,Stand-Up Comedy
s6596,Movie,Deviant Love,Sam Patton,United States,08-05-2018,2017,TV-MA,76 min,"Horror Movies, Thrillers"
s6597,Movie,Devil's Bride,Mohamed Samy,Egypt,05-08-2019,2017,TV-14,99 min,"Action & Adventure, International Movies"
s6598,Movie,Devil's Gate,Christopher Smith,United Kingdom,25-05-2017,2016,R,97 min,Thrillers
s6599,Movie,Devrai,Michael Feifer,United States,13-09-2019,2019,TV-14,87 min,Thrillers
s6600,Movie,Dhamaal,Saara Cantell,Finland,01-06-2017,2016,TV-MA,108 min,"Dramas, International Movies"
s6601,Movie,Di Renjie zhi Sidatianwang,Clay Staub,Canada,16-07-2020,2017,TV-MA,94 min,"Horror Movies, Sci-Fi & Fantasy, Thrillers"
s6603,Movie,Diana: 7 Days That Shook the World,"Sumitra Bhave, Sunil Sukthankar",India,01-01-2018,2004,TV-PG,123 min,"Dramas, International Movies"
s6605,Movie,Diary of a Chambermaid,Indra Kumar,India,31-12-2019,2007,TV-14,128 min,"Action & Adventure, Comedies, International Movies"
s6606,Movie,Die Another Day,Hark Tsui,China,06-02-2019,2018,TV-14,132 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy"
s6607,Movie,Dil Hai Tumhaara,Ben Ryder,United Kingdom,28-07-2017,2017,TV-PG,93 min,Documentaries
s6609,Movie,Dinner for Schmucks,Benoît Jacquot,France,03-12-2016,2015,NR,96 min,"Dramas, International Movies"
s6610,Movie,Disciples Of The 36th Chamber,Lee Tamahori,United Kingdom,31-12-2019,2002,PG-13,133 min,Action & Adventure
s6611,Movie,Discovering Bigfoot,Kundan Shah,India,01-04-2018,2002,TV-14,176 min,"Dramas, International Movies, Music & Musicals"
s6613,Movie,Dismissed,Jay Roach,United States,01-01-2020,2010,PG-13,115 min,Comedies
s6615,Movie,District 9,Chia-Liang Liu,Hong Kong,16-08-2018,1985,TV-14,90 min,"Action & Adventure, International Movies"
s6616,Movie,Doctor Zhivago,Todd Standing,United States,15-12-2017,2017,TV-MA,111 min,Documentaries
s6617,Movie,Dog Eat Dog,Benjamin Arfmann,United States,19-02-2018,2017,TV-14,87 min,Thrillers
s6618,Movie,Dolphin Kick,Neill Blomkamp,South Africa,04-11-2019,2009,R,112 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy"
s6620,Movie,Dolphin Tale 2,David Lean,United States,01-11-2019,1965,PG-13,200 min,"Classic Movies, Dramas, Romantic Movies"
s6621,Movie,Domino,Paul Schrader,United States,31-12-2016,2016,TV-MA,93 min,"Dramas, Thrillers"
s6622,Movie,Don Quixote: The Ingenious Gentleman of La Mancha,Philip Marlatt,United States,05-06-2019,2019,TV-PG,90 min,Children & Family Movies
s6623,Movie,Don Verdean,Charles Martin Smith,United States,25-02-2019,2014,PG,107 min,"Children & Family Movies, Dramas"
s6624,Movie,Don't Be Afraid of the Dark,Brian De Palma,Denmark,28-09-2019,2019,R,89 min,"International Movies, Thrillers"
s6625,Movie,Don't Crack Under Pressure,"Mahin Ibrahim, Austin Kolodney, Will Lowell, David Beier, Dave Dorsey, Xu Zhang, Alana Waksman, Jon YonKondy, Drue Metz, Brandon Somerhalder",United States,05-01-2018,2015,TV-14,83 min,"Comedies, Independent Movies"
s6626,Movie,Don't Crack Under Pressure II,Jared Hess,United States,01-03-2020,2015,PG-13,96 min,Comedies
s6627,Movie,Don't Crack Under Pressure III,Troy Nixey,United States,02-11-2019,2010,R,99 min,Horror Movies
s6628,Movie,Don't Knock Twice,Thierry Donard,France,12-06-2020,2015,TV-MA,95 min,"Action & Adventure, Documentaries, International Movies"
s6629,Movie,Don't Look Down,Thierry Donard,France,12-06-2020,2016,TV-MA,88 min,"Action & Adventure, Documentaries, International Movies"
s6630,Movie,Don't Think Twice,Thierry Donard,France,12-06-2020,2017,TV-14,94 min,"Action & Adventure, Documentaries, International Movies"
s6631,Movie,Donnie Brasco,Caradog W. James,United Kingdom,08-02-2019,2016,R,93 min,"Horror Movies, International Movies"
s6632,Movie,Doom,Daniel Gordon,United Kingdom,01-04-2017,2016,TV-MA,93 min,"Documentaries, International Movies"
s6633,Movie,Dragonkala Ka Rahasya,Mike Birbiglia,United States,01-05-2017,2016,R,92 min,"Comedies, Dramas, Independent Movies"
s6634,Movie,Doubles Cause Troubles,Mike Newell,United States,01-01-2020,1997,R,127 min,"Dramas, Thrillers"
s6635,Movie,Doubt,Andrzej Bartkowiak,United Kingdom,01-11-2020,2005,R,105 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy"
s6646,Movie,Down The Fence,Rajiv Chilaka,India,18-06-2019,2018,TV-Y,68 min,Children & Family Movies
s6637,Movie,Dr. Seuss' The Cat in the Hat,Wong Jing,Hong Kong,01-08-2018,1989,TV-14,94 min,"Action & Adventure, Comedies, International Movies"
s6638,Movie,Dr. Seuss' The Grinch,John Patrick Shanley,United States,07-03-2019,2008,PG-13,104 min,"Dramas, Faith & Spirituality"
s6639,Movie,Dragonheart,M.J. Isakson,United States,15-01-2018,2017,TV-PG,94 min,Documentaries
s6640,Movie,Dragonheart 3: The Sorcerer,Bo Welch,United States,01-05-2019,2003,PG,82 min,"Children & Family Movies, Comedies"
s6641,Movie,Dragonheart: A New Beginning,"Scott Mosier, Yarrow Cheney",France,05-06-2019,2018,PG,86 min,"Children & Family Movies, Comedies"
s6642,Movie,Dragonheart: Battle for the Heartfire,Rob Cohen,United States,01-01-2020,1996,PG-13,103 min,"Action & Adventure, Sci-Fi & Fantasy"
s6643,Movie,Dream Boat,Colin Teague,United States,01-01-2020,2015,PG-13,97 min,"Action & Adventure, Sci-Fi & Fantasy"
s6644,Movie,Dries,Doug Lefler,United States,01-01-2020,2000,PG,84 min,"Action & Adventure, Sci-Fi & Fantasy"
s6645,Movie,Dukhtar,Patrik Syversen,United States,13-06-2017,2017,PG-13,98 min,"Action & Adventure, Sci-Fi & Fantasy"
s6649,Movie,Dum,Tristan Ferland Milewski,Germany,01-12-2017,2017,TV-MA,92 min,"Documentaries, International Movies, LGBTQ Movies"
s6650,Movie,Dumb and Dumberer: When Harry Met Lloyd,Reiner Holzemer,Germany,01-01-2018,2017,TV-PG,89 min,"Documentaries, International Movies"
s6654,Movie,E-Cigarettes: Miracle or Menace?,Afia Nathaniel,Pakistan,01-09-2016,2014,TV-14,93 min,"Dramas, Independent Movies, International Movies"
s6655,Movie,Earth to Echo,Eeshwar Nivas,India,01-03-2018,2003,TV-14,162 min,"Action & Adventure, Dramas, International Movies"
s6656,Movie,East Side Sushi,Troy Miller,United States,01-10-2019,2003,PG-13,85 min,Comedies
s6657,Movie,Easy A,Emma Hatherley,United Kingdom,01-02-2019,2016,TV-14,52 min,Documentaries
s6658,Movie,Eat Pray Love,Dave Green,United States,01-10-2019,2014,PG,91 min,"Children & Family Movies, Sci-Fi & Fantasy"
s6662,Movie,Eddie Murphy: Delirious,Anthony Lucero,United States,15-09-2020,2015,PG,106 min,Dramas
s6663,Movie,Eeda,Will Gluck,United States,01-11-2020,2010,PG-13,92 min,"Comedies, Romantic Movies"
s6665,Movie,Eh Janam Tumhare Lekhe,Ryan Murphy,United States,10-09-2019,2010,PG-13,140 min,"Dramas, Romantic Movies"
s6666,Movie,Ek Cup Chya,Bruce Gowers,United States,15-04-2018,1983,TV-MA,69 min,Stand-Up Comedy
s6667,Movie,Ek Hasina Thi,Ajithkumar,India,15-09-2018,2018,TV-14,153 min,"Dramas, International Movies, Romantic Movies"
s6668,Movie,El último testigo,Harjit Singh,India,01-12-2017,2015,TV-14,124 min,"Dramas, International Movies"
s6669,Movie,El Che,"Sumitra Bhave, Sunil Sukthankar",India,15-03-2018,2009,TV-PG,120 min,"Dramas, Independent Movies, International Movies"
s6670,Movie,El fin de ETA,Sriram Raghavan,India,01-08-2019,2004,TV-MA,134 min,"Dramas, International Movies, Thrillers"
s6671,Movie,Elephants Dream 4 Hour,Philipp Stölzl,United States,04-02-2018,2012,R,105 min,Action & Adventure
s6676,Movie,Elizabeth at 90: A Family Tribute,Matías Gueilburt,Venezuela,15-10-2017,2017,TV-14,119 min,"Documentaries, International Movies"
s6678,Movie,Elizabeth Harvest,Justin Webster,Spain,08-04-2017,2017,TV-14,106 min,"Documentaries, International Movies"
s6681,Movie,Elles étaient en guerre (1914-1918),Bassam Kurdali,Netherlands,23-08-2018,2006,TV-MA,196 min,"International Movies, Sci-Fi & Fantasy"
s6682,Movie,Elstree 1976,John Bridcut,United Kingdom,22-05-2017,2016,TV-G,90 min,Documentaries
s6683,Movie,Emelie,Sebastian Gutierrez,United States,01-08-2020,2019,R,109 min,"Dramas, Sci-Fi & Fantasy"
